repo_name,files,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
liangjg/openmc,431,.py,343,7405.80758,7194.113703,20238.52899,17912.2563,0.795823666
smharper/openmc,432,.py,343,7405.80758,7194.113703,20238.52899,17912.2563,0.793981482
ericpre/hyperspy,349,.py,343,13677.09329,10995.42857,50683.40015,22508.66431,0.982808023
wbinventor/openmc,431,.py,343,7389.451895,7177.758017,20234.35113,17907.3418,0.795823666
mdhaman/superdesk-core,603,.py,599,5071.235392,5071.235392,8010.559035,8010.559035,0.993366501
nyuszika7h/youtube-dl,860,.py,855,6119.738012,6119.738012,11596.42959,11596.42959,0.994186047
LogicalDash/LiSE,101,.py,88,11965.36364,11965.36364,16118.32742,16118.32742,0.871287129
jat255/hyperspy,350,.py,344,13641.38372,10967.45058,50613.27997,22480.10725,0.982857143
hyperspy/hyperspy,350,.py,344,13641.38372,10967.45058,50613.27997,22480.10725,0.982857143
erh3cq/hyperspy,350,.py,344,13641.38372,10967.45058,50613.27997,22480.10725,0.982857143
superdesk/superdesk-core,604,.py,600,5084.675,5084.675,8014.019115,8014.019115,0.993377483
flak3/youtube-dl,861,.py,856,6124.918224,6124.918224,11601.78058,11601.78058,0.994192799
RemoteConnectionManager/spack,3446,.py,3416,3433.896956,3433.896956,5818.239973,5818.239973,0.991294254
stamparm/maltrail,94,.py,89,2289.752809,2289.752809,6596.843619,6596.843619,0.946808511
carlgogo/vip_exoplanets,89,.py,89,11103.96629,11103.96629,12556.60449,12556.60449,1
vortex-exoplanet/VIP,89,.py,89,11104.06742,11104.06742,12556.74566,12556.74566,1
psav/cfme_tests,879,.py,857,6304.771295,6304.771295,10695.4344,10695.4344,0.974971559
docker/compose,96,.py,90,11662.75556,11662.75556,25570.0832,25570.0832,0.9375
vdemeester/compose,96,.py,90,11662.75556,11662.75556,25570.0832,25570.0832,0.9375
zelbanna/sdcp,96,.py,91,5925.648352,5925.648352,8392.959427,8392.959427,0.947916667
vapkarian/soccer-analyzer,98,.py,91,4613.824176,4613.824176,5981.325833,5981.325833,0.928571429
toofar/qutebrowser,374,.py,347,9672.916427,9161.84438,21428.2823,13907.22281,0.927807487
diofant/diofant,603,.py,603,15981.1393,15550.18905,26630.54143,22609.54594,1
srvg/ansible,4304,.py,4187,9176.213279,9118.43038,12913.65081,11533.85335,0.972815985
Azure/azure-sdk-for-python,22364,.py,22363,3812.389035,3692.562313,13463.97018,7947.021185,0.999955285
barberscore/barberscore-api,92,.py,92,7673.847826,7673.847826,14268.62513,14268.62513,1
psi4/DatenQM,95,.py,92,5328.554348,5328.554348,9670.916116,9670.916116,0.968421053
tomalrussell/smif,150,.py,92,7986.413043,7986.413043,8532.171805,8532.171805,0.613333333
nismod/smif,151,.py,92,8024.119565,8024.119565,8595.371133,8595.371133,0.609271523
F5Networks/f5-ansible-modules,371,.py,348,14556.08046,13761.30747,27813.68873,16993.42866,0.938005391
elshize/qutebrowser,374,.py,348,9554.385057,9044.781609,21320.50675,13764.04908,0.930481283
kmarius/qutebrowser,374,.py,348,9552.597701,9042.994253,21318.35527,13760.64981,0.930481283
Yelp/paasta,368,.py,348,10390.41667,10390.41667,16697.59394,16697.59394,0.945652174
skirpichev/omg,604,.py,604,15949.58278,15519.34437,26615.16482,22598.08157,1
dstftw/youtube-dl,865,.py,860,6113.855814,6113.855814,11601.00055,11601.00055,0.994219653
lkhomenk/integration_tests,882,.py,860,6359.215116,6359.215116,10738.77305,10738.77305,0.975056689
maxive/erp,3162,.py,2396,4510.080968,4489.956177,12065.99865,11728.20406,0.757748261
gem/oq-svir-qgis,108,.py,93,28083.91398,11051.22581,182393.7996,21660.50665,0.861111111
HubbleStack/Hubble,107,.py,93,8306.344086,8306.344086,10664.94425,10664.94425,0.869158879
MapStory/geonode,947,.py,605,5301.360331,5301.360331,9860.794299,9860.794299,0.638859557
geosolutions-it/geonode,947,.py,605,5310.633058,5310.633058,9875.743116,9875.743116,0.638859557
kalxas/geonode,947,.py,605,5301.426446,5301.426446,9860.959879,9860.959879,0.638859557
francbartoli/geonode,947,.py,605,5301.480992,5301.480992,9861.202306,9861.202306,0.638859557
GeoNode/geonode,947,.py,605,5302.596694,5302.596694,9866.909098,9866.909098,0.638859557
theislab/scanpy,94,.py,94,10799.03191,10799.03191,16819.6095,16819.6095,1
airodactyl/qutebrowser,378,.py,350,9705.474286,9198.782857,21419.96792,13977.63849,0.925925926
quantumlib/Cirq,358,.py,350,6168.482857,6168.482857,8050.550576,8050.550576,0.977653631
candlepin/subscription-manager,386,.py,350,8290.125714,8290.125714,13399.44938,13399.44938,0.906735751
erikdejonge/youtube-dl,868,.py,862,6113.346868,6113.346868,11606.33786,11606.33786,0.993087558
phenoxim/cinder,1128,.py,1118,18193.05009,16976.81574,38837.26865,29516.32252,0.991134752
praekelt/molo-gem,103,.py,95,3244.4,3244.4,5142.268881,5142.268881,0.922330097
hjoliver/cylc,413,.py,351,13111.26781,11944.94017,35035.52169,18891.29016,0.849878935
Tatsh/youtube-dl,868,.py,863,6129.86095,6129.86095,11653.3519,11653.3519,0.994239631
gregdek/ansible,3786,.py,3679,9045.992389,9045.992389,11378.08179,11378.08179,0.971737982
jhawkesworth/ansible,4309,.py,4191,9177.89048,9120.16273,12912.30984,11533.7566,0.972615456
mdmintz/seleniumspot,127,.py,96,5168.375,5168.375,15262.45766,15262.45766,0.755905512
jtwhite79/pyemu,173,.py,96,15472.30208,15472.30208,27673.29588,27673.29588,0.554913295
nansencenter/nansat,103,.py,96,8368.385417,8368.385417,11395.45108,11395.45108,0.932038835
seleniumbase/SeleniumBase,127,.py,96,5182.145833,5182.145833,15244.16901,15244.16901,0.755905512
mdmintz/SeleniumBase,127,.py,96,5182.145833,5182.145833,15244.16901,15244.16901,0.755905512
delmic/odemis,357,.py,352,21836.2358,21409.85511,32951.36839,29992.38108,0.985994398
pieleric/odemis,357,.py,352,21820.57386,21394.19318,32911.77333,29948.65061,0.985994398
oliver-sanders/cylc,414,.py,352,13084.67614,11921.66193,34992.78225,18876.17732,0.850241546
shepdelacreme/ansible,4310,.py,4192,9176.144561,9118.430582,12911.7375,11533.45574,0.97262181
mathiasertl/django-ca,101,.py,97,7012.051546,7012.051546,9295.851198,9295.851198,0.96039604
superphy/backend,99,.py,97,13978.5567,6295.298969,94190.83437,21183.13418,0.97979798
sgerhart/ansible,4311,.py,4193,9176.209397,9118.509182,12910.81462,11532.77138,0.972628161
orgito/ansible,4577,.py,4449,9443.945831,9374.161834,13696.92949,11921.44498,0.972034084
kenshay/ImageScripter,17932,.py,15969,10139.41073,9738.594965,27723.64838,19747.81012,0.890530895
fdslight/netbus,149,.py,98,2296.72449,2296.72449,3512.916874,3512.916874,0.657718121
kovidgoyal/kitty,177,.py,98,8138.77551,8138.77551,9113.746799,9113.746799,0.553672316
analysiscenter/dataset,99,.py,98,7591.765306,7591.765306,9717.832433,9717.832433,0.98989899
rocco8773/bapsflib,99,.py,98,9091.897959,9091.897959,10530.63355,10530.63355,0.98989899
datawire/ambassador,144,.py,98,5757.734694,5757.734694,7745.082696,7745.082696,0.680555556
calispac/digicampipe,105,.py,98,5460.163265,5460.163265,6924.19559,6924.19559,0.933333333
bimbam23/tools-iuc,114,.py,98,6431.897959,6431.897959,7882.741576,7882.741576,0.859649123
The-Compiler/qutebrowser,382,.py,354,9879.596045,9378.629944,21441.85848,14123.58449,0.926701571
t-wissmann/qutebrowser,382,.py,354,9879.706215,9378.740113,21441.91444,14123.67336,0.926701571
Ultimaker/Cura,356,.py,354,6201.793785,6201.793785,10412.09386,10412.09386,0.994382023
Orochimarufan/youtube-dl,871,.py,866,6159.511547,6159.511547,11691.2351,11691.2351,0.994259472
tombstone/models,1847,.py,1634,8872.126071,8872.126071,11838.93274,11838.93274,0.884677856
christianmemije/kolibri,611,.py,355,3000.332394,3000.332394,5636.041971,5636.041971,0.58101473
homeworkprod/byceps,615,.py,611,1543.268412,1543.268412,2297.840518,2297.840518,0.993495935
remitamine/youtube-dl,872,.py,867,6124.929642,6124.929642,11660.99315,11660.99315,0.994266055
vinegret/youtube-dl,872,.py,867,6120.752018,6120.752018,11650.3875,11650.3875,0.994266055
BondAnthony/ansible,4579,.py,4451,9442.943159,9373.190519,13694.36638,11919.35184,0.972046298
hardbyte/python-can,101,.py,100,6070.1,6070.1,7927.770685,7927.770685,0.99009901
dstufft/warehouse,385,.py,356,4519.536517,4519.536517,8833.756273,8833.756273,0.924675325
rg3/youtube-dl,873,.py,868,6142.596774,6142.596774,11684.23943,11684.23943,0.994272623
ozburo/youtube-dl,873,.py,868,6141.120968,6141.120968,11680.75699,11680.75699,0.994272623
chdecultot/erpnext,3666,.py,2660,1593.308647,1593.308647,4279.552974,4279.552974,0.72558647
andmos/ansible,4580,.py,4452,9441.928122,9372.19115,13693.09561,11918.31445,0.972052402
loraine-gueguen/tools-iuc,118,.py,101,6345.554455,6345.554455,7788.038266,7788.038266,0.855932203
vitorfs/bootcamp,116,.py,101,1523.752475,1523.752475,2003.210815,2003.210815,0.870689655
HERA-Team/Monitor_and_Control,103,.py,101,6691.584158,6691.584158,12740.41473,12740.41473,0.980582524
mvdbeek/tools-iuc,118,.py,101,6345.554455,6345.554455,7788.038266,7788.038266,0.855932203
maxalbert/tohu,101,.py,101,4949.782178,4949.782178,8804.399659,8804.399659,1
dpryan79/tools-iuc,118,.py,101,6345.554455,6345.554455,7788.038266,7788.038266,0.855932203
jeonghoonkang/BerePi,148,.py,101,2759.178218,2759.178218,2339.071134,2339.071134,0.682432432
nsoranzo/tools-iuc,118,.py,101,6345.554455,6345.554455,7788.038266,7788.038266,0.855932203
HERA-Team/hera_mc,103,.py,101,6691.584158,6691.584158,12740.41473,12740.41473,0.980582524
gvlproject/tools-iuc,118,.py,101,6345.554455,6345.554455,7788.038266,7788.038266,0.855932203
matthewrmshin/cylc,415,.py,357,13026.93557,11880.21008,34782.46067,18807.29569,0.860240964
cylc/cylc,415,.py,357,13026.93557,11880.21008,34782.46067,18807.29569,0.860240964
digitalocean/netbox,429,.py,357,4575.434174,4575.434174,11661.95639,11661.95639,0.832167832
DolphinDream/sverchok,617,.py,613,5198.185971,5198.185971,5295.025325,5295.025325,0.993517018
abretaud/tools-iuc,120,.py,102,6369.303922,6369.303922,7753.098846,7753.098846,0.85
lastship/plugin.video.lastship,102,.py,102,9296.313725,9296.313725,13661.46672,13661.46672,1
jcpeterson/Dallinger,167,.py,102,7747.813725,7747.813725,13886.27501,13886.27501,0.610778443
lparsons/tools-iuc,120,.py,102,6369.303922,6369.303922,7753.098846,7753.098846,0.85
CentOS-PaaS-SIG/linch-pin,122,.py,102,3457.676471,3457.676471,5702.577384,5702.577384,0.836065574
pycroscopy/pycroscopy,102,.py,102,13719.83333,13719.83333,15177.16485,15177.16485,1
tomkat83/PlexKodiConnect,102,.py,102,11055.13725,11055.13725,14669.12418,14669.12418,1
ieguinoa/tools-iuc,120,.py,102,6369.303922,6369.303922,7753.098846,7753.098846,0.85
pypa/warehouse,387,.py,358,4521.209497,4521.209497,8888.448315,8888.448315,0.9250646
nortikin/sverchok,618,.py,614,5195.801303,5195.801303,5290.776201,5290.776201,0.993527508
masayukig/tempest,873,.py,870,5098.205747,5098.205747,6388.025762,6388.025762,0.996563574
ESS-LLP/erpnext-medical,3669,.py,2662,1594.214125,1594.214125,4286.242473,4286.242473,0.725538294
ESS-LLP/erpnext,3669,.py,2662,1594.214125,1594.214125,4286.242473,4286.242473,0.725538294
marc-sensenich/ansible,4316,.py,4198,9201.446879,9135.629824,13199.24626,11555.86045,0.97265987
herlo/linch-pin,123,.py,103,3381.106796,3381.106796,5853.902759,5853.902759,0.837398374
herlo/linchpin,123,.py,103,3381.106796,3381.106796,5853.902759,5853.902759,0.837398374
ODM2/ODM2WebSDL,131,.py,103,3694.320388,3694.320388,10003.15584,10003.15584,0.786259542
pycket/pycket,109,.py,103,13721.96117,13721.96117,16401.7332,16401.7332,0.944954128
opnfv/functest,111,.py,103,4183.776699,4183.776699,6187.080263,6187.080263,0.927927928
openstack/cinder,1155,.py,1127,18199.29104,16848.34516,40100.584,29711.7838,0.975757576
mahak/cinder,1155,.py,1127,18199.29104,16848.34516,40100.584,29711.7838,0.975757576
utcoupe/coupe18,168,.py,104,3123.615385,3123.615385,3470.560133,3470.560133,0.619047619
riga/law,124,.py,104,4816.067308,4816.067308,7279.075306,7279.075306,0.838709677
henriquegemignani/randovania,105,.py,104,4105.163462,4105.163462,4203.724064,4203.724064,0.990476191
rec/BiblioPixel,372,.py,360,1891.358333,1891.358333,2632.409906,2632.409906,0.967741936
ManiacalLabs/BiblioPixel,372,.py,360,1892.558333,1892.558333,2633.42388,2633.42388,0.967741936
jumpserver/jumpserver,541,.py,360,2080.95,2080.95,3201.459822,3201.459822,0.665434381
opennode/waldur-mastermind,1389,.py,1384,3548.394509,3548.394509,6494.035361,6494.035361,0.996400288
dlazz/ansible,4584,.py,4456,9443.055206,9373.380835,13691.2444,11917.90664,0.972076789
Delphine-L/tools-iuc,124,.py,105,6692.904762,6692.904762,8717.679193,8717.679193,0.846774194
SUSE/DeepSea,109,.py,105,10561.93333,10561.93333,19146.16624,19146.16624,0.963302752
nekrut/tools-iuc,124,.py,105,6692.904762,6692.904762,8717.679193,8717.679193,0.846774194
pavanvidem/tools-iuc,124,.py,105,6742.72381,6742.72381,8917.757872,8917.757872,0.846774194
gregvonkuster/tools-iuc,124,.py,105,6697.180952,6697.180952,8715.565001,8715.565001,0.846774194
galaxyproject/tools-iuc,124,.py,105,6742.628571,6742.628571,8917.736089,8917.736089,0.846774194
anxdpanic/plugin.video.youtube,105,.py,105,5952.019048,5952.019048,11295.81521,11295.81521,1
davebx/tools-iuc,124,.py,105,6697.180952,6697.180952,8715.565001,8715.565001,0.846774194
AvengerMoJo/DeepSea,109,.py,105,10507.9619,10507.9619,18789.94579,18789.94579,0.963302752
mblue9/tools-iuc,124,.py,105,6729.914286,6729.914286,8851.252064,8851.252064,0.846774194
natefoo/tools-iuc,124,.py,105,6742.628571,6742.628571,8917.736089,8917.736089,0.846774194
martinjrobins/hobo,106,.py,105,6536.371429,6536.371429,6392.024365,6392.024365,0.990566038
blankenberg/tools-iuc,124,.py,105,6697.180952,6697.180952,8715.565001,8715.565001,0.846774194
heilaaks/snippy,107,.py,105,12413.80952,12413.80952,12538.75957,12538.75957,0.981308411
jdf76/plugin.video.youtube,105,.py,105,5960.980952,5960.980952,11322.52481,11322.52481,1
ujvl/ray-ng,625,.py,361,6438.598338,6438.598338,11367.03886,11367.03886,0.5776
houssine78/addons,374,.py,361,1473.047091,1473.047091,3188.225558,3188.225558,0.965240642
brownharryb/erpnext,3674,.py,2665,1612.934334,1612.934334,4370.972011,4370.972011,0.725367447
patilsangram/erpnext,3674,.py,2665,1612.934334,1612.934334,4370.972011,4370.972011,0.725367447
CentOS-PaaS-SIG/linchpin,126,.py,106,3426.528302,3426.528302,5285.034638,5285.034638,0.841269841
WadeBarnes/TheOrgBook,127,.py,106,2233.90566,2233.90566,4122.218925,4122.218925,0.834645669
swcurran/TheOrgBook,126,.py,106,2251.783019,2251.783019,4109.311491,4109.311491,0.841269841
culturagovbr/sistema-nacional-cultura,141,.py,106,3714.660377,3714.660377,7995.074914,7995.074914,0.75177305
openfisca/openfisca-core,110,.py,106,5432.59434,5432.59434,7240.618225,7240.618225,0.963636364
dataversioncontrol/dvc,116,.py,106,3977.660377,3977.660377,6636.480722,6636.480722,0.913793103
mrpau/kolibri,622,.py,362,3044.527624,3044.527624,5664.968412,5664.968412,0.581993569
F5Networks/f5-ansible,385,.py,362,14587.14365,13729.49448,28930.70064,16873.60065,0.94025974
pannal/Subliminal.bundle,876,.py,874,8302.662471,7650.081236,28262.11182,16051.21965,0.997716895
StrellaGroup/erpnext,3600,.py,2666,1391.274569,1391.274569,3816.943311,3816.943311,0.740555556
mattsmart/biomodels,145,.py,107,5861.551402,5861.551402,6857.915654,6857.915654,0.737931035
grycap/im,117,.py,107,15344.46729,15344.46729,17267.70066,17267.70066,0.914529915
jesopo/bitbot,107,.py,107,4170.82243,4170.82243,5477.732451,5477.732451,1
e-gun/HipparchiaServer,112,.py,107,7948.158879,7948.158879,8217.824133,8217.824133,0.955357143
open-power/op-test-framework,109,.py,107,10613.8785,10613.8785,12159.43431,12159.43431,0.981651376
indigo-dc/im,117,.py,107,15340.71028,15340.71028,17261.39356,17261.39356,0.914529915
rpoleski/MulensModel,127,.py,107,4268.588785,4268.588785,8134.885114,8134.885114,0.842519685
sunlightlabs/openstates,367,.py,363,6216.085399,6216.085399,5838.710288,5838.710288,0.989100817
openstack/tempest,878,.py,875,5150.481143,5150.481143,6467.38372,6467.38372,0.996583144
bsmr-eve/Pyfa,2411,.py,2411,1393.422646,1326.977188,7812.734511,5161.432363,1
Ouranosinc/Magpie,109,.py,108,6174.592593,6174.592593,13694.93535,13694.93535,0.990825688
enigmampc/catalyst,393,.py,364,11293.71703,11293.71703,17661.55345,17661.55345,0.926208651
stefanw/froide,389,.py,364,3049.387363,3049.387363,6203.134635,6203.134635,0.935732648
mamelara/spack,3467,.py,3436,3437.096042,3437.096042,5809.067539,5809.067539,0.991058552
mitocw/edx-platform,4952,.py,3436,6757.083818,6740.729045,14518.40943,14289.72617,0.693861066
tonk/ansible,3538,.py,3436,8997.972352,8997.972352,11472.16836,11472.16836,0.971170153
guardicore/monkey,163,.py,109,4266.880734,4266.880734,6017.30536,6017.30536,0.668711656
totalgood/nlpia,124,.py,109,5548.201835,5548.201835,8023.276651,8023.276651,0.879032258
Multiscale-Genomics/mg-process-fastq,118,.py,109,7692.165138,7692.165138,5621.903186,5621.903186,0.923728814
makinacorpus/Geotrek,427,.py,365,3764.693151,3764.693151,7276.768977,7276.768977,0.854800937
dials/dials,746,.py,621,7945.035427,7945.035427,11744.83128,11744.83128,0.832439678
Shaps/ansible,4589,.py,4461,9436.715535,9367.119256,13684.9903,11912.82166,0.972107213
Dallinger/Dallinger,174,.py,110,7554.754545,7554.754545,13383.45176,13383.45176,0.632183908
lobnek/pyutil,115,.py,110,1903.163636,1903.163636,2906.426532,2906.426532,0.956521739
perrys/WSRC,132,.py,110,5638.545455,5638.545455,8268.846596,8268.846596,0.833333333
tmrowco/electricitymap,161,.py,110,5390.427273,5390.427273,5372.399103,5372.399103,0.683229814
rtfd/readthedocs.org,410,.py,366,4657.704918,4657.704918,8893.878169,8893.878169,0.892682927
anchore/anchore-engine,373,.py,366,5888.554645,5888.554645,9645.058983,9645.058983,0.981233244
toshywoshy/ansible,4590,.py,4462,9438.856342,9369.275661,13684.36942,11912.54779,0.97211329
dmpetrov/dataversioncontrol,122,.py,112,4362.660714,4362.660714,7382.748426,7382.748426,0.918032787
GStreamer/cerbero,122,.py,112,6185.741071,6185.741071,6097.400759,6097.400759,0.918032787
biothings/biothings.api,219,.py,112,10324.85714,10324.85714,13607.1317,13607.1317,0.511415525
hfattahi/PySAR,117,.py,113,13585.13274,13585.13274,16906.16813,16906.16813,0.965811966
LonamiWebs/Telethon,115,.py,113,6323.787611,6323.787611,7719.01797,7719.01797,0.982608696
corradio/electricitymap,165,.py,113,5548.292035,5548.292035,5627.761139,5627.761139,0.684848485
hiteshgarg14/openstates,374,.py,369,6119.211382,6119.211382,5816.447817,5816.447817,0.986631016
richardliaw/ray,589,.py,369,6293.105691,6293.105691,10859.19242,10859.19242,0.626485569
eerimoq/asn1tools,166,.py,114,71964.46491,30059.57018,325273.5383,45172.35576,0.686746988
yfried/ansible,4328,.py,4210,9269.308076,9203.611876,13288.47121,11660.46601,0.972735675
CobwebOrg/cobweb-django,126,.py,115,2411.095652,2411.095652,4833.761798,4833.761798,0.912698413
b-mueller/mythril,121,.py,115,3410.069565,3410.069565,6165.097539,6165.097539,0.950413223
RasaHQ/rasa_core,116,.py,115,8133.852174,8133.852174,10240.88845,10240.88845,0.99137931
CERT-BDF/Cortex-Analyzers,119,.py,115,4442.947826,4442.947826,6752.549665,6752.549665,0.966386555
openstack/tripleo-common,120,.py,115,9763.226087,9763.226087,13512.91129,13512.91129,0.958333333
mozilla/socorro,439,.py,371,5265.536388,5265.536388,11651.12913,11651.12913,0.845102506
gem/oq-engine,909,.py,883,8714.291053,8478.754247,18982.70978,16126.16824,0.97139714
tdtrask/ansible,3301,.py,3187,8899.564794,8899.564794,11342.10245,11342.10245,0.965465011
thaumos/ansible,4329,.py,4211,9270.679886,9204.999288,13292.77375,11665.79031,0.972741973
geerlingguy/ansible,4595,.py,4467,9441.660622,9372.157824,13680.9905,11910.81446,0.972143634
dan-cristian/haiot,172,.py,116,10082.05172,8940.603448,30551.21602,19706.17323,0.674418605
Royal-Society-of-New-Zealand/NZ-ORCID-Hub,131,.py,116,20417.25,16323.4569,56725.67387,35060.64274,0.885496183
forkbong/qutebrowser,400,.py,372,9586.247312,9109.521505,20893.65785,13734.13441,0.93
fiete201/qutebrowser,400,.py,372,9578.384409,9101.658602,20892.271,13731.7508,0.93
qutebrowser/qutebrowser,400,.py,372,9595.870968,9119.145161,20894.58674,13735.88239,0.93
V155/qutebrowser,400,.py,372,9578.384409,9101.658602,20892.271,13731.7508,0.93
Jorge-Rodriguez/ansible,4330,.py,4212,9272.479582,9206.814577,13291.99221,11665.32327,0.972748268
mrakitin/sirepo,194,.py,117,10696.7094,10696.7094,13546.2759,13546.2759,0.603092784
mkeilman/sirepo,194,.py,117,10702.35043,10702.35043,13559.2982,13559.2982,0.603092784
edx/edx-platform,4962,.py,3445,6794.702758,6778.377649,14592.66528,14365.59745,0.694276501
eduNEXT/edx-platform,4962,.py,3445,6794.702758,6778.377649,14592.66528,14365.59745,0.694276501
gundalow/ansible,4597,.py,4469,9442.341463,9372.86977,13680.30088,11910.87768,0.972155754
yandex/yandex-tank,124,.py,118,5506.415254,5506.415254,7156.51316,7156.51316,0.951612903
AnalogJ/lexicon,122,.py,118,5015.983051,5015.983051,5406.394849,5406.394849,0.967213115
data-refinery/data_refinery,177,.py,118,7882.355932,7882.355932,10774.81209,10774.81209,0.666666667
radiasoft/sirepo,195,.py,118,11032.83898,11032.83898,13953.4939,13953.4939,0.605128205
DigitalGlobe/gbdxtools,118,.py,118,4130.389831,4130.389831,5645.764427,5645.764427,1
buffer/thug,387,.py,374,4865.237968,3266.219251,40522.87172,10914.2403,0.966408269
mhbu50/erpnext,3691,.py,2678,1627.126214,1627.126214,4398.086068,4398.086068,0.725548632
manassolanki/erpnext,3619,.py,2678,1395.247199,1395.247199,3837.433976,3837.433976,0.739983421
tgbugs/pyontutils,125,.py,119,12482.78151,12482.78151,19083.66261,19083.66261,0.952
thp44/delphin_6_automation,141,.py,119,6056.689076,6056.689076,6739.048526,6739.048526,0.843971631
stencila/hub,198,.py,120,2673.133333,2673.133333,4006.678043,4006.678043,0.606060606
PmagPy/PmagPy,381,.py,376,41797.30851,14871.83777,378186.231,32860.29054,0.98687664
lfairchild/PmagPy,381,.py,376,41763.7633,14918.46277,378087.2174,32835.4875,0.98687664
metabrainz/listenbrainz-server,136,.py,121,4187.677686,4187.677686,5187.067398,5187.067398,0.889705882
paninski-lab/yass,129,.py,121,8153.983471,8153.983471,17469.98239,17469.98239,0.937984496
Ghini/ghini.desktop,135,.py,121,15607.09091,15607.09091,20385.90365,20385.90365,0.896296296
GeotrekCE/Geotrek-admin,439,.py,377,3815.546419,3815.546419,7328.070681,7328.070681,0.858769932
showell/zulip,1433,.py,889,6307.902137,6257.370079,17120.4751,16530.62905,0.620376832
DarkFenX/Pyfa,2425,.py,2425,1394.82268,1328.760825,7791.709767,5148.901421,1
AtsushiSakai/PythonRobotics,124,.py,122,4087.385246,4087.385246,4881.307335,4881.307335,0.983870968
efiop/dvc,134,.py,122,4157.811475,4157.811475,6416.838361,6416.838361,0.910447761
DemocracyClub/yournextrepresentative,645,.py,634,3265.164038,2868.053628,17764.49158,8642.530965,0.982945736
MTG/freesound-datasets,165,.py,123,2612.097561,2612.097561,6840.83732,6840.83732,0.745454546
hpfn/charcoallog,128,.py,123,1148.788618,1148.788618,1226.085977,1226.085977,0.9609375
paramsingh/listenbrainz-server,138,.py,123,4017.512195,4017.512195,4861.259156,4861.259156,0.891304348
ceb8/astroquery,385,.py,379,4942.638522,4942.638522,9714.993807,9714.993807,0.984415584
dotKom/onlineweb4,758,.py,635,1774.414173,1774.414173,3636.517165,3636.517165,0.837730871
blitzmann/Pyfa,2427,.py,2427,1395.061805,1329.054388,7788.787886,5147.221664,1
pyfa-org/Pyfa,2427,.py,2427,1395.061805,1329.054388,7788.787886,5147.221664,1
Cyberjusticelab/JusticeAI,177,.py,124,2602.137097,2602.137097,4823.170145,4823.170145,0.700564972
CityOfNewYork/NYCOpenRecords,198,.py,124,5416.153226,5416.153226,14025.64764,14025.64764,0.626262626
croneter/PlexKodiConnect,124,.py,124,9117.314516,9117.314516,10428.89579,10428.89579,1
jonboiser/kolibri,644,.py,380,3192.052632,3192.052632,6070.018494,6070.018494,0.590062112
cpcloud/numba,675,.py,636,8814.242138,8814.242138,15581.23524,15581.23524,0.942222222
globocom/database-as-a-service,685,.py,636,6624.446541,6624.446541,9868.690435,9868.690435,0.928467153
pbanaszkiewicz/amy,391,.py,381,3730.15748,3730.15748,8676.907004,8676.907004,0.974424552
tswast/google-cloud-python,1410,.py,1405,11513.19288,11225.07046,24847.44733,20913.6138,0.996453901
tseaver/gcloud-python,1410,.py,1405,11481.04413,11192.92171,24725.11274,20767.67355,0.996453901
GovReady/govready-q,151,.py,126,6012.603175,6012.603175,14324.29131,14324.29131,0.834437086
kalaspuff/tomodachi,128,.py,126,2837.460317,2837.460317,5613.933198,5613.933198,0.984375
cmunk/protwis,461,.py,382,7566.989529,7367.272251,20750.01939,18606.18209,0.828633406
swcarpentry/amy,392,.py,382,3722.73822,3722.73822,8669.166504,8669.166504,0.974489796
protwis/protwis,461,.py,382,7566.989529,7367.272251,20750.01939,18606.18209,0.828633406
tedder/ansible,3312,.py,3198,8923.647905,8923.647905,11385.20191,11385.20191,0.96557971
drmrd/ansible,3556,.py,3454,8985.978286,8985.978286,11466.11087,11466.11087,0.971316086
CCI-MOC/haas,145,.py,127,5556.976378,5556.976378,11251.02582,11251.02582,0.875862069
tensorflow/tensor2tensor,401,.py,383,10451.96867,10419.15405,16161.39214,15799.35393,0.95511222
schlueter/ansible,3315,.py,3199,8922.699594,8922.699594,11387.8185,11387.8185,0.965007542
openstack/python-tripleoclient,129,.py,128,8784.453125,8784.453125,13503.62674,13503.62674,0.992248062
mozmar/snippets-service,142,.py,128,3125.9375,3125.9375,5638.264984,5638.264984,0.901408451
the-it/WS_THEbotIT,129,.py,128,3596.023437,3596.023437,6116.272862,6116.272862,0.992248062
monarch-initiative/dipper,132,.py,129,10008.8062,10008.8062,17170.41301,17170.41301,0.977272727
rstens/gwells,232,.py,129,3733.348837,3733.348837,9144.37423,9144.37423,0.556034483
TomConlin/dipper,132,.py,129,10008.8062,10008.8062,17170.41301,17170.41301,0.977272727
benjaoming/kolibri,650,.py,385,3245.379221,3245.379221,6179.453063,6179.453063,0.592307692
vnpy/vnpy,643,.py,385,14620.40519,12743.00779,40832.41855,29092.89473,0.598755832
glogiotatidis/snippets-service,144,.py,130,2975.346154,2975.346154,5525.274429,5525.274429,0.902777778
jobovy/galpy,187,.py,130,29820.16923,27097.69231,53628.46478,39427.13791,0.695187166
Tisseo/navitia,571,.py,386,6915.160622,6915.160622,9812.369891,9812.369891,0.676007005
chennan47/osf.io,1695,.py,1410,5425.629078,5411.17305,13557.38268,13358.76728,0.831858407
alexgorban/models,1880,.py,1666,8859.827131,8859.827131,11759.98944,11759.98944,0.886170213
saltstack/salt,2753,.py,2690,12927.14572,12668.81375,23728.69203,20793.87559,0.977115874
