repo_name,files,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
coreos/etcd,1818,.go,1749,10336.87993,9552.074328,31094.87108,19388.4153,0.962046205
gyuho/etcd,1818,.go,1749,10340.46198,9555.656375,31098.32261,19394.09536,0.962046205
li-ang/etcd,1818,.go,1749,10341.3036,9556.497999,31098.38134,19394.22362,0.962046205
gnailuy/docker,4641,.go,4565,7359.910624,6939.437459,23899.32877,15869.05465,0.983624219
estesp/docker,4641,.go,4565,7359.910624,6939.437459,23899.32877,15869.05465,0.983624219
tvansteenburgh/kubernetes,11435,.go,10967,10192.34886,7734.296435,87093.57968,16580.64929,0.959073021
camlistore/camlistore,2292,.go,2008,16813.51643,10913.30578,130936.7594,23737.19932,0.87609075
ghostcloud-cn/kubernetes,10844,.go,10456,10104.01042,7705.536725,82696.88604,16577.60564,0.964219845
mfojtik/origin,30025,.go,28888,13387.40913,9681.357034,86428.03306,22966.91975,0.962131557
soltysh/origin,30025,.go,28888,13387.40913,9681.357034,86428.03306,22966.91975,0.962131557
mahak/origin,30025,.go,28888,13387.40913,9681.357034,86428.03306,22966.91975,0.962131557
alainjobart/vitess,1630,.go,1241,7317.09589,7317.09589,11982.51872,11982.51872,0.761349693
coredns/coredns,2559,.go,2521,12260.82785,9024.210234,107061.6348,21315.67655,0.985150449
alejandroEsc/kubernetes,10845,.go,10457,10104.00947,7705.744573,82691.28155,16568.74817,0.964223144
pault84/openstorage,2064,.go,2010,14875.59751,9737.139303,97248.88797,21786.54784,0.973837209
pravisankar/kubernetes,11106,.go,10714,10201.78775,7707.446145,86952.31134,16583.52089,0.964703764
sallyom/origin,30027,.go,28890,13386.71291,9680.917792,86425.08005,22966.20057,0.962134079
gabemontero/origin,30027,.go,28890,13386.71291,9680.917792,86425.08005,22966.20057,0.962134079
enj/origin,30027,.go,28890,13386.71291,9680.917792,86425.08005,22966.20057,0.962134079
openshift/origin,30027,.go,28890,13386.71291,9680.917792,86425.08005,22966.20057,0.962134079
rosbo/terraform-provider-google,1826,.go,1755,17151.31453,11372.04558,131928.6459,25783.18216,0.961117196
libopenstorage/openstorage,2065,.go,2011,14882.44107,9746.583292,97224.76137,21784.87315,0.973849879
alphagov/paas-cf,7702,.go,7387,20655.98024,11738.90578,170488.6211,29921.02441,0.959101532
markbates/buffalo,221,.go,220,2919.904545,2919.904545,9351.744139,9351.744139,0.995475113
gobuffalo/buffalo,221,.go,220,2919.904545,2919.904545,9351.744139,9351.744139,0.995475113
openpitrix/openpitrix,2629,.go,2524,10173.12956,8596.548732,50648.26522,19102.92456,0.96006086
shyamjvs/perf-tests,12328,.go,11997,13406.23247,9990.647495,77966.69388,22481.8791,0.973150552
ironcladlou/origin,30031,.go,28893,13401.6152,9700.116983,86309.16468,22970.97229,0.962105824
BenTheElder/test-infra,3522,.go,3294,11660.15422,9355.698846,69643.17971,20502.04424,0.935264055
monopole/test-infra,3522,.go,3294,11660.52368,9356.068306,69643.0198,20501.54257,0.935264055
fejta/test-infra,3522,.go,3294,11660.12447,9355.669095,69643.17234,20502.01586,0.935264055
cjwagner/test-infra,3522,.go,3294,11660.52368,9356.068306,69643.0198,20501.54257,0.935264055
jessfraz/test-infra,3523,.go,3294,11660.15422,9355.698846,69643.17971,20502.04424,0.934998581
dims/test-infra,3522,.go,3294,11660.15422,9355.698846,69643.17971,20502.04424,0.935264055
shyamjvs/test-infra,3523,.go,3294,11659.83455,9355.379174,69643.17699,20501.99905,0.934998581
kubernetes/test-infra,3522,.go,3294,11660.52368,9356.068306,69643.0198,20501.54257,0.935264055
cblecker/test-infra,3523,.go,3294,11660.15422,9355.698846,69643.17971,20502.04424,0.934998581
cantbewong/kubernetes,10850,.go,10462,10100.93032,7703.832154,82673.14272,16572.38432,0.964239631
vfreex/kubernetes,11110,.go,10718,10221.93749,7706.136593,87887.07263,16581.28783,0.964716472
childsb/origin,30032,.go,28894,13401.62162,9700.251506,86307.6795,22970.61783,0.962107086
JacobTanenbaum/origin,30032,.go,28894,13401.68378,9700.308507,86307.68206,22970.59798,0.962107086
kargakis/origin,30032,.go,28894,13401.68378,9700.308507,86307.68206,22970.59798,0.962107086
spadgett/origin,30032,.go,28894,13401.60269,9700.232574,86307.67903,22970.613,0.962107086
dpb587/bosh-compiled-releases,262,.go,223,20017.06726,20017.06726,25876.77512,25876.77512,0.851145038
weaviate/weaviate,494,.go,479,4494.584551,4494.584551,8435.694672,8435.694672,0.969635628
ubschmidt2/terraform-provider-google,1830,.go,1759,17209.03923,11442.91245,131808.1699,25919.68458,0.961202186
raintank/raintank-metric,2089,.go,2015,11844.15434,9209.579156,112236.0744,19163.23661,0.964576352
Metaswitch/calico,231,.go,224,9633.388393,8829.21875,25412.53471,14980.10018,0.96969697
projectcalico/felix,231,.go,224,9646.111607,8841.941964,25415.72193,14986.19223,0.96969697
neiljerram/felix,231,.go,224,9646.138393,8841.96875,25415.73419,14986.21447,0.96969697
NebulousLabs/Sia,481,.go,480,8262.96875,8262.96875,9750.680081,9750.680081,0.997920998
cadmuxe/kubernetes,10852,.go,10464,10103.54023,7706.491495,82668.88566,16577.37486,0.964246222
davidvossel/kubevirt,6909,.go,6625,12175.46294,8812.406038,91438.41158,21985.78437,0.958894196
cosmincojocar/kubernetes,10853,.go,10465,10101.88619,7705.066507,82664.24594,16572.92143,0.964249516
mikeln/kubernetes,10853,.go,10465,10102.1183,7705.298614,82664.28065,16573.12814,0.964249516
sjenning/kubernetes,10853,.go,10465,10098.87033,7702.459341,82661.40544,16570.33221,0.964249516
kow3ns/kubernetes,11145,.go,10721,10275.36629,7760.911016,88072.02338,16698.07174,0.961956034
huzhengchuan/kubernetes,11145,.go,10721,10275.64257,7761.187296,88072.01903,16698.09043,0.961956034
humblec/kubernetes,11145,.go,10721,10272.83472,7752.739856,88095.5078,16682.06343,0.961956034
projectatomic/buildah,1827,.go,1762,10322.39274,8491.190125,44655.29728,19743.32017,0.964422551
pweil-/origin,29908,.go,28386,13048.60819,9545.861199,83093.03078,22539.19551,0.949110606
antihax/evedata,256,.go,227,3629.471366,3629.471366,8423.44373,8423.44373,0.88671875
ingvagabund/kubernetes,10855,.go,10467,10103.45524,7705.872743,82669.93701,16581.54845,0.964256103
foxish/kubernetes,10855,.go,10467,10097.57313,7701.620044,82653.55462,16568.83209,0.964256103
RenaudWasTaken/kubernetes,10880,.go,10467,10247.14035,7755.186204,83622.57852,16683.61253,0.962040441
spzala/kubernetes,11142,.go,10723,10269.08477,7749.459946,88087.82943,16682.8193,0.962394543
chestack/kubernetes,11147,.go,10724,10268.12887,7748.738997,88083.11317,16678.70019,0.96205257
xlgao-zju/kubernetes,11147,.go,10724,10270.36889,7750.979019,88083.18095,16679.39653,0.96205257
li-ang/client-go,1560,.go,1509,8105.675282,7863.717031,19416.61725,16194.19249,0.967307692
pospispa/kubernetes,10882,.go,10469,10247.20346,7755.752985,83614.53306,16682.56826,0.962047418
enisoc/vitess,1648,.go,1254,7497.564593,7496.386762,13279.55019,13264.16334,0.76092233
knative/serving,3368,.go,3302,10355.82738,8200.024833,91945.56046,19052.86241,0.980403801
Microsoft/hcsshim,794,.go,743,11496.35532,11496.35532,22560.24882,22560.24882,0.935768262
geeknoid/istio,5658,.go,5351,13207.72828,10395.05887,83269.60807,22959.6354,0.945740544
appscode/kubernetes,10884,.go,10471,10252.30188,7761.26645,83608.00693,16688.36772,0.962054392
chentao1596/kubernetes,11146,.go,10727,10224.67447,7715.85075,88022.7601,16616.8155,0.962408039
kubernetes/client-go,1563,.go,1512,8116.832011,7875.353836,19401.99566,16183.86924,0.967370442
kubernetes/apiextensions-apiserver,3374,.go,3304,9288.756356,8322.601392,35540.31329,18260.71811,0.979253112
tsuru/tsuru,4134,.go,4072,10822.68271,8621.997053,64865.05977,18930.4892,0.985002419
jlowdermilk/kubernetes,11147,.go,10728,10223.65203,7715.062174,88018.61464,16615.67905,0.962411411
danmcp/origin,47378,.go,45032,11541.55849,8478.174964,75941.42022,21105.56642,0.950483347
vCaesar/gitea,2004,.go,1769,13500.10571,8945.702092,85470.09868,18958.61463,0.882734531
cilium/cilium,5270,.go,5097,10399.73102,7961.258583,82993.48834,18918.69066,0.967172676
Cofyc/go,6216,.go,5609,7847.984846,6369.476912,52319.65394,17233.06285,0.902348777
jiulongzaitian/kubernetes,10886,.go,10473,10250.65502,7760.095293,83599.92445,16686.07199,0.962061363
vimalk78/etcd,1839,.go,1770,13178.37966,9707.876836,121498.1086,20204.23417,0.962479609
KohlsTechnology/packer,3383,.go,3306,10750.1343,7296.818209,78830.93508,17916.48303,0.977239137
codestation/go,6217,.go,5610,7834.255971,6367.032977,52032.73016,17190.28094,0.902364485
jhorwit2/kubernetes,11149,.go,10730,10086.69739,7690.524324,87018.76618,16526.14135,0.962418154
sinsharat/etcd,1840,.go,1771,13178.10672,9709.555618,121463.9481,20199.45812,0.9625
kubernetes/minikube,2093,.go,2027,10377.84213,9471.847065,37426.22507,21043.41509,0.968466316
GoogleContainerTools/kaniko,2843,.go,2795,11935.89803,9038.548479,101298.0684,21907.00234,0.983116426
OpenBazaar/openbazaar-go,3818,.go,3563,12658.62167,9583.687061,70791.9943,19051.11441,0.933211105
floreks/kubernetes,10628,.go,10219,10068.71152,7646.250612,82919.22245,16531.43629,0.961516748
simpleman1984/v2ray-core,498,.go,492,3908.067073,3223.04878,23916.72006,9922.414892,0.987951807
fejta/kubernetes,10864,.go,10476,10100.07006,7704.346697,82635.97273,16577.10153,0.964285714
WanLinghao/kubernetes,11456,.go,10988,10176.52958,7723.174918,87011.0854,16566.89082,0.959148045
stevesloka/kubernetes,11973,.go,11500,10406.99191,7782.188957,87861.42373,16764.33225,0.960494446
ineiti/cothorities,451,.go,237,6505.894515,6505.894515,9710.601164,9710.601164,0.525498891
Q-Lee/kubernetes,10630,.go,10221,10067.6425,7645.658742,82911.19534,16530.16462,0.961523989
jeffvance/kubernetes,11152,.go,10733,10218.46697,7711.045747,87998.21326,16611.66861,0.962428264
jsravn/kubernetes,11152,.go,10733,10215.25547,7708.576633,87996.27241,16609.54513,0.962428264
nicksardo/kubernetes,11153,.go,10734,10264.68707,7747.644308,88043.65225,16678.94121,0.962431633
GeoNet/delta,243,.go,240,7201.025,5783.6625,34363.33084,14239.97222,0.987654321
jackfrancis/acs-engine,2144,.go,2032,17541.18553,12362.95817,123658.5997,24836.9036,0.947761194
Azure/acs-engine,2144,.go,2032,17541.18553,12362.95817,123658.5997,24836.9036,0.947761194
kubevirt/kubevirt,6927,.go,6640,12138.9491,8779.282982,91376.58901,22014.97855,0.958567923
JulienBalestra/kubernetes,10633,.go,10224,10073.60808,7652.332942,82901.08112,16538.92199,0.961534844
mscherer/kubernetes,10633,.go,10224,10075.76663,7654.462246,82901.49102,16540.98459,0.961534844
squeed/kubernetes,10633,.go,10224,10071.82971,7650.556631,82900.53959,16535.97905,0.961534844
keybase/client,5758,.go,3825,12067.53386,8740.905882,108252.1146,18110.07921,0.664293157
kjvalencik/kubernetes,10907,.go,10481,10301.32287,7716.253602,88442.30021,16634.342,0.960942514
chrislusf/seaweedfs,262,.go,242,4566.07438,4511.590909,13717.60509,12971.21981,0.923664122
iljaskevic/terraform,4416,.go,4339,17481.17032,11232.46923,87752.72492,28217.33823,0.982563406
pradeepbhadani/terraform,4416,.go,4339,17483.58654,11234.88546,87752.61816,28217.5414,0.982563406
kyle-wang/tidb,1556,.go,1524,15779.12992,13330.99672,50849.90195,24002.59972,0.979434447
ravisantoshgudimetla/kubernetes,10637,.go,10228,10073.15057,7652.414939,82887.67339,16539.17989,0.961549309
eghobo/kubernetes,10637,.go,10228,10075.41963,7653.565311,82897.26231,16541.64188,0.961549309
foxyriver/kubernetes,11159,.go,10740,10215.94683,7710.15987,87969.83554,16607.62232,0.962451833
tanshanshan/kubernetes,11159,.go,10740,10215.94683,7710.15987,87969.83554,16607.62232,0.962451833
tinyspeck/vitess,1687,.go,1269,7622.383767,7615.429472,13502.39174,13410.95426,0.752222881
brahmaroutu/test-infra,3808,.go,3573,12811.19144,9288.106073,102645.516,20259.23587,0.938287815
weaveworks/flux,249,.go,246,3362.150407,3362.150407,4123.249305,4123.249305,0.987951807
tendermint/tendermint,572,.go,503,6024.232604,5654.455268,18646.76862,12236.38934,0.879370629
pmuetschard/gapid,1626,.go,1271,4891.942565,4851.677419,10441.09268,9635.347188,0.781672817
raintank/metrictank,2112,.go,2039,11771.58362,9168.018637,111578.0618,19070.39382,0.965435606
cloudfoundry/cli,3896,.go,3832,7385.420146,6628.55715,30250.6578,14738.83324,0.983572895
HubSpot/vitess,1693,.go,1273,7617.742341,7610.809898,13483.66746,13392.38865,0.751919669
cjellick/rancher,9101,.go,8953,10270.56886,7104.119401,97259.30046,16814.95204,0.983738051
chakri-nelluri/kubernetes,11469,.go,11001,10171.49314,7721.034633,86960.46312,16560.78167,0.95919435
nelcy/kubernetes,11469,.go,11001,10171.49314,7721.034633,86960.46312,16560.78167,0.95919435
stripe/stripe-go,251,.go,250,2814.952,2814.952,3429.973168,3429.973168,0.996015936
Conan-Kudo/snapd,1142,.go,1018,7159.022593,7013.595285,15309.2303,13208.11927,0.891418564
mindprince/test-infra,3625,.go,3322,12561.92535,8777.490668,106110.2899,19416.69519,0.916413793
mfojtik/kubernetes,11729,.go,11258,10127.93214,7731.171078,86003.84591,16504.51531,0.959843124
CodeRushing/tidb,1563,.go,1531,15807.4017,13369.45134,50787.25939,24057.65786,0.979526552
cloudfoundry-incubator/diego-release,3934,.go,3836,7379.789103,6968.498175,23865.19639,15234.50375,0.975088968
MHBauer/kubernetes,11472,.go,11004,10173.27935,7723.488913,86949.08186,16561.3292,0.959205021
jingax10/kubernetes,11992,.go,11516,10480.69538,7849.540031,87853.05896,16813.33507,0.960306871
mdshuai/origin,30083,.go,28924,13406.01597,9696.011133,86217.98837,22983.67721,0.961473257
mahak/vitess,1696,.go,1277,7696.949883,7690.039154,13633.06321,13543.11576,0.752948113
jasdel/aws-sdk-go,1541,.go,1533,39561.36856,21636.29028,144859.7409,47210.00994,0.994808566
csrwng/kubernetes,11993,.go,11517,10484.26127,7853.332031,87849.81967,16816.16115,0.960310181
lxc/lxd,576,.go,510,7219.694118,7144.435294,15449.8423,14482.40707,0.885416667
stgraber/lxd,576,.go,510,7219.694118,7144.435294,15449.8423,14482.40707,0.885416667
Skarlso/lxd,576,.go,510,7219.694118,7144.435294,15449.8423,14482.40707,0.885416667
atxwebs/lxd,576,.go,510,7219.694118,7144.435294,15449.8423,14482.40707,0.885416667
crosbymichael/docker,4686,.go,4606,7361.41294,6971.971559,22843.68619,15945.75903,0.98292787
vladimirvivien/kubernetes,11992,.go,11519,10411.3094,7790.500391,87791.52485,16761.72862,0.960557038
kgrygiel/autoscaler,13222,.go,13055,12481.00873,8283.484029,110032.3055,19387.68279,0.987369536
kammitama5/kammitama5.github.io,3,.hs,3,1171.333333,1171.333333,1068.321269,1068.321269,1
haskellweekly/haskellweekly.github.io,5,.hs,4,5850,5850,5085.407555,5085.407555,0.8
YuKitAs/tech-note,4,.hs,4,305.75,305.75,157.0867595,157.0867595,1
JacquesCarette/literate-scientific-software,334,.hs,264,6045.594697,6045.594697,8241.562515,8241.562515,0.790419162
AllureOfTheStars/Allure,20,.hs,20,20196.95,20196.95,21344.92697,21344.92697,1
opensuse-haskell/configuration,23,.hs,23,9364.521739,9364.521739,18206.85979,18206.85979,1
eriksvedang/Carp,40,.hs,32,13994.65625,13994.65625,15093.19593,15093.19593,0.8
Peaker/lamdu,305,.hs,295,4410.064407,4410.064407,4639.860866,4639.860866,0.967213115
lamdu/lamdu,307,.hs,297,4382.545455,4382.545455,4626.338791,4626.338791,0.96742671
jwiegley/hnix,50,.hs,49,7966.612245,7966.612245,9216.541517,9216.541517,0.98
d0kt0r0/Tidal,67,.hs,65,6796.784615,6796.784615,10478.51218,10478.51218,0.970149254
tidalcycles/Tidal,68,.hs,66,6739.348485,6739.348485,10518.79545,10518.79545,0.970588235
bgold-cosmos/Tidal,68,.hs,66,6713.787879,6713.787879,10430.7717,10430.7717,0.970588235
databrary/databrary,485,.hs,331,4239.410876,4239.410876,7406.504302,7406.504302,0.682474227
aisamanra/matterhorn,86,.hs,81,7062.493827,7062.493827,9974.439858,9974.439858,0.941860465
matterhorn-chat/matterhorn,92,.hs,87,7095.816092,7095.816092,10411.72128,10411.72128,0.945652174
unisonweb/platform,162,.hs,90,7815.477778,7815.477778,10138.30625,10138.30625,0.555555556
thalerjonathan/phd,1033,.hs,602,4114.063123,4114.063123,4482.971818,4482.971818,0.582768635
enolive/exercism,163,.hs,104,2122.423077,2122.423077,3201.132123,3201.132123,0.63803681
zenhack/haskell-capnp,109,.hs,106,9833.745283,9833.745283,21506.24156,21506.24156,0.972477064
input-output-hk/cardano-sl,1204,.hs,1132,5749.452297,5749.452297,7822.082488,7822.082488,0.940199336
AmpersandTarski/ampersand,110,.hs,109,11484.13761,11484.13761,15658.69234,15658.69234,0.990909091
kadena-io/pact,136,.hs,121,8353.652893,8353.652893,11565.72232,11565.72232,0.889705882
simonmichael/hledger,217,.hs,139,8117.683453,8117.683453,10436.91103,10436.91103,0.640552995
adept/hledger,215,.hs,139,8083.546763,8083.546763,10388.51588,10388.51588,0.646511628
andorp/grin,158,.hs,148,4532.871622,4532.871622,5304.767284,5304.767284,0.936708861
LambdaHack/LambdaHack,148,.hs,148,12779.79054,12779.79054,14208.23512,14208.23512,1
raventid/coursera_learning,245,.hs,175,1114.542857,1114.542857,1679.322132,1679.322132,0.714285714
antalsz/hs-to-coq,202,.hs,190,3844.842105,3844.842105,7081.10705,7081.10705,0.940594059
rahulmutt/ghcvm,1401,.hs,1217,9971.281841,9825.904684,22500.8182,20823.71759,0.868665239
input-output-hk/pos-haskell-prototype,1328,.hs,1251,5675.217426,5675.217426,7910.726088,7910.726088,0.942018072
HIPERFIT/futhark,257,.hs,233,12461.90129,12461.90129,15024.4449,15024.4449,0.906614786
diku-dk/futhark,258,.hs,234,12414.67521,12414.67521,15012.74167,15012.74167,0.906976744
pubpub/pubpub,256,.js,256,5464.4375,4872.46875,22006.68103,13653.99384,1
ElemeFE/element,268,.js,256,3767.195313,3767.195313,7768.887458,7768.887458,0.955223881
gingerik/ol3,770,.js,768,6173.75,6173.75,11154.13743,11154.13743,0.997402597
nolimits4web/Framework7,770,.js,768,8468.214844,5953.863281,53256.86148,18721.37714,0.997402597
Fantasy9527/everygreen,1,.js,1,2777,2777,,,1
marvelexplorer/marvelexplorer.github.io,1,.js,1,65269,65269,,,1
OntimizeWeb/ontimize-web-ngx,1,.js,1,2892,2892,,,1
hispindia/HISPReportArchive,1,.js,1,4436,4436,,,1
Nersent/Wexond,1,.js,1,3159,3159,,,1
angular/angular-devkit-schematics-cli-builds,1,.js,1,35399,35399,,,1
textpattern/textpattern-default-theme,1,.js,1,2045,2045,,,1
nxhack/openwrt-node-packages,1,.js,1,10377,10377,,,1
bitmovin/bitmovin-player-ui,1,.js,1,8498,8498,,,1
morinted/steno_dictionary,1,.js,1,1306,1306,,,1
wilkerlucio/pathom,1,.js,1,1884140,180000,,,1
este/este,1,.js,1,803,803,,,1
mikatalk/git-jam,1,.js,1,3868,3868,,,1
vipickering/vincentp,1,.js,1,291,291,,,1
playlay/io,1,.js,1,502,502,,,1
Chillee/Vim,1,.js,1,5800,5800,,,1
odileeds/mote,1,.js,1,9224,9224,,,1
ProcessHub/processhub-sdk,1,.js,1,697,697,,,1
samkohn/indivisibleberkeley_sam.github.io,1,.js,1,973,973,,,1
bigfish1900/weather,1,.js,1,15414,15414,,,1
ivijs/ivi,1,.js,1,1565,1565,,,1
angular/angular-devkit-architect-cli-builds,1,.js,1,14463,14463,,,1
arlac77/config-expander,1,.js,1,81,81,,,1
