name,fork,language,contributors_count,forks_count,network_count,open_issues_count,stargazers_count,subscribers_count,watchers_count
helifu/kudu,TRUE,C++,84,0,258,0,1,1,1
helldorado/ansible,TRUE,Python,381,0,14147,0,0,1,0
hellohaptik/chatbot_ner,FALSE,Python,14,61,61,8,145,46,145
hemirt/chatterino2,TRUE,C++,32,0,48,0,0,1,0
hendrixjoseph/hendrixjoseph.github.io,TRUE,CSS,18,1,22992,2,0,1,0
hennevogel/open-build-service,TRUE,Ruby,126,0,264,0,0,0,0
HenrikBechmann/Tribalopolis,FALSE,TypeScript,0,0,0,0,1,1,1
hep-gc/cloudscheduler,FALSE,Python,9,1,1,36,0,8,0
heptio/ark,FALSE,Go,65,290,290,187,1975,65,1975
hequn8128/flink,TRUE,Java,314,0,3546,0,0,1,0
heuripedes/RetroArch,TRUE,C,239,0,823,0,0,1,0
hex108/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
heyui/heyui,FALSE,Vue,8,90,90,0,859,37,859
hezlog/rt-thread,TRUE,C,154,0,1569,0,0,1,0
hfreire/browser-as-a-service,FALSE,JavaScript,3,0,0,2,8,2,8
hfreire/watch-rtp-play,FALSE,JavaScript,5,2,2,2,7,1,7
hgouraud/geneweb,TRUE,OCaml,16,0,44,0,2,4,2
hgschmie/presto,TRUE,Java,245,0,2920,0,0,9,0
hhbyyh/spark,TRUE,Scala,332,2,17972,0,1,1,1
hhkaos/awesome-arcgis,FALSE,HTML,10,21,21,17,62,14,62
highfei2011/spark,TRUE,Scala,332,0,17972,0,1,1,1
highfidelity/hifi_tests,FALSE,JavaScript,14,12,12,6,1,32,1
hioa-cs/IncludeOS,FALSE,C++,57,273,273,64,3447,167,3447
hirakuni45/glfw3_app,FALSE,C++,1,0,0,0,5,2,5
hiro0218/kiku-theme,FALSE,PHP,1,1,1,0,6,1,6
Hiroto-K/Anime-push,FALSE,Ruby,1,0,0,0,0,1,0
Hiroto-K/blog,FALSE,Shell,1,0,0,0,0,1,0
hjoliver/cylc,TRUE,Python,23,0,57,0,1,0,1
HKuz/FreeCodeCamp,TRUE,JavaScript,406,0,20800,0,0,1,0
hlcfan/pokr,FALSE,Ruby,2,2,2,29,28,8,28
hluk/CopyQ,FALSE,C++,100,130,130,78,1622,102,1622
hmrc/amls-frontend,FALSE,Scala,22,2,2,1,2,18,2
hmrc/assets-frontend,FALSE,JavaScript,69,78,78,35,14,39,14
hmrc/jenkins-jobs,FALSE,Groovy,310,123,123,13,19,228,19
hoechenberger/psychopy,TRUE,Python,99,0,427,0,0,2,0
hoffmabc/openbazaar-go,TRUE,Go,34,0,216,0,0,1,0
holance/helix-toolkit,TRUE,C#,42,0,311,0,0,1,0
holdenk/spark,TRUE,Scala,339,0,17972,2,5,2,5
holiman/go-ethereum,TRUE,Go,325,1,7900,0,4,1,4
holzschu/blink,TRUE,Objective-C,25,6,269,1,54,10,54
Homebrew/brew,FALSE,Ruby,408,3541,3541,28,15951,554,15951
Homebrew/homebrew-core,FALSE,Ruby,420,5673,5673,150,5128,204,5128
hongchaodeng/kubernetes,TRUE,Go,373,0,16475,1,0,1,0
honggyukim/uftrace,TRUE,C,30,0,161,0,1,1,1
houssine78/addons,FALSE,Python,7,6,6,3,2,4,2
hovsepm/azure-rest-api-specs,TRUE,JavaScript,424,0,1105,0,0,1,0
Hrishi1999/musicblocks,TRUE,JavaScript,55,0,140,0,0,1,0
hrittich/libmesh,TRUE,C,55,0,172,0,0,1,0
hs-web/hsweb-framework,FALSE,Java,16,2108,2108,1,5078,717,5078
hsaputra/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
http-418/chef-bach,TRUE,Ruby,36,1,59,0,0,1,0
huangjiuyuan/kubernetes,TRUE,Go,377,0,16475,0,0,0,0
Huawei-PaaS/kubernetes,TRUE,Go,375,4,16475,6,5,28,5
HubSpot/vitess,TRUE,Go,139,0,947,0,2,49,2
huftis/stk-code,TRUE,C++,93,0,252,0,0,1,0
hugelgupf/u-root,TRUE,Go,52,1,122,0,0,2,0
hughsie/fwupd,FALSE,C,53,80,80,34,498,28,498
hugtalbot/sofa,TRUE,C++,65,0,121,0,1,1,1
huguesv/PTVS,TRUE,C#,52,1,572,0,0,1,0
Hui-Zhi/kubernetes,TRUE,Go,377,4,16475,0,2,3,2
HuijingHei/lis-test,TRUE,PowerShell,38,0,67,0,0,0,0
huiyiqun/check_mk,FALSE,Python,19,0,0,0,0,1,0
HumanExposure/factotum,FALSE,JavaScript,6,3,3,79,4,3,4
humblec/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
hunter-packages/spdlog,TRUE,C++,109,4,1091,0,1,5,1
huntxu/neutron,TRUE,Python,298,0,1313,0,0,1,0
huonw/swift,TRUE,C++,410,0,7355,0,0,1,0
huzhengchuan/kubernetes,TRUE,Go,375,0,16475,3,0,1,0
hvanhovell/spark,TRUE,Scala,339,1,17972,0,0,1,0
hyperblast/beefweb,FALSE,C++,2,6,6,44,40,5,40
hyperledger/fabric,FALSE,Go,162,4343,4343,6,7664,1097,7664
HyukjinKwon/spark,TRUE,Scala,337,1,17972,0,1,4,1
hzxuzhonghu/kubernetes,TRUE,Go,377,0,16475,1,0,1,0
ianchakeres/kubernetes,TRUE,Go,375,1,16475,0,0,1,0
ianfab/Stockfish,TRUE,C++,125,0,1123,0,1,1,1
ianopolous/go-ipfs,TRUE,Go,171,0,1347,0,0,1,0
iantalarico/google-cloud-dotnet,TRUE,C#,27,0,168,0,0,1,0
ibethune/lammps,TRUE,C++,69,0,580,0,0,1,0
IBMStreams/streamsx.topology,FALSE,Java,20,40,40,163,25,16,25
ibnc/gocd,TRUE,Java,113,0,760,0,0,5,0
iceman1001/proxmark3,TRUE,C,48,86,517,39,233,52,233
icescrum/iceScrum,FALSE,Groovy,9,62,62,3,200,28,200
icexelloss/spark,TRUE,Scala,335,1,17972,4,1,1,1
Icinga/icingaweb2-module-director,FALSE,PHP,42,148,148,396,271,86,271
idaholab/mastodon,FALSE,C,16,18,18,35,8,12,8
IdeaBlade/angular,TRUE,TypeScript,415,0,11559,0,1,22,1
iDigBio/idb-us-collections,FALSE,R,3,2,2,40,2,5,2
idvoretskyi/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
Igalia/snabb,TRUE,Lua,63,3,273,34,28,14,28
igitur/fluentmigrator,TRUE,C#,123,0,525,0,0,1,0
igoldyrev/autobagaz,FALSE,PHP,1,0,0,0,0,1,0
IgorMinar/angular,TRUE,TypeScript,410,4,11559,2,5,2,5
ihmccreery/kubernetes,TRUE,Go,375,0,16475,0,0,0,0
ihucos/plash,FALSE,Python,4,14,14,16,329,9,329
ii/kubernetes,TRUE,Go,380,1,16475,2,0,3,0
ikaros-project/ikaros,FALSE,C++,4,21,21,14,9,6,9
ike3/mangosbot,TRUE,C++,161,46,4266,42,70,24,70
ikuradon/mastodon,TRUE,Ruby,433,0,2915,0,0,1,0
ilammy/FreeRDP,TRUE,C,215,0,1233,1,0,1,0
ilia3101/MLV-App,FALSE,C,6,9,9,21,59,10,59
ilovezfs/brew,TRUE,Ruby,,0,3541,0,0,1,0
ilovezfs/homebrew-core,TRUE,Ruby,420,0,5673,0,2,1,2
ILSCeV/Lara,FALSE,PHP,12,17,17,2,23,9,23
imasaru/sabbath-school-lessons,TRUE,CSS,21,0,42,1,0,1,0
imcsk8/origin,TRUE,Go,318,0,3330,0,0,1,0
imGraetzl/im_graetzl,FALSE,HTML,5,5,5,9,9,8,9
imma/ubuntu,FALSE,Shell,1,0,0,11,0,0,0
imolorhe/altair,FALSE,TypeScript,22,39,39,13,826,20,826
imperial-genomics-facility/data-management-python,FALSE,Python,1,1,1,0,3,3,3
Implem/Implem.Pleasanter,FALSE,C#,6,29,29,40,334,68,334
ImproveDigital/Prebid.js,TRUE,JavaScript,390,0,854,0,0,5,0
indico/indico,FALSE,Python,50,164,164,660,430,48,430
indieweb/wiki,FALSE,,3,6,6,24,10,9,10
InfernoEngine/engine,FALSE,C++,3,1,1,29,5,1,5
infotexture/dita-ot,TRUE,Java,27,0,124,0,0,1,0
ingvagabund/kubernetes,TRUE,Go,375,0,16475,6,0,2,0
InnovateUKGitHub/innovation-funding-service,FALSE,Java,60,7,7,2,20,16,20
inosik/Fable,TRUE,F#,89,0,196,0,0,1,0
input-output-hk/cardano-sl,FALSE,Haskell,93,533,533,172,3145,410,3145
input-output-hk/daedalus,FALSE,JavaScript,36,165,165,106,521,94,521
InseeFr/Eno,FALSE,XSLT,14,12,12,39,7,7,7
InsightSoftwareConsortium/SimpleITK,TRUE,C++,32,0,85,0,3,13,3
inspirehep/inspire-next,FALSE,Python,47,55,55,280,39,26,39
int19h/PTVS,TRUE,C#,50,0,572,0,0,0,0
IntegratedAlarmSystem-Group/ias,FALSE,Java,6,1,1,36,1,3,1
IntegratedAlarmSystem-Group/ias-webserver,FALSE,Python,4,0,0,2,0,5,0
intel-analytics/analytics-zoo,FALSE,Jupyter Notebook,41,135,135,114,356,50,356
Intel-Media-SDK/MediaSDK,FALSE,C++,69,155,155,124,258,69,258
IntelLabs/hpat,FALSE,Python,8,33,33,22,491,30,491
IntelLabs/numba,TRUE,Python,111,1,438,9,10,13,10
intelsdi-x/kubernetes,TRUE,Go,378,1,16475,2,4,55,4
introp-software/azure-quickstart-templates,TRUE,Shell,356,0,6617,0,0,4,0
inviwo/inviwo,FALSE,C++,19,16,16,54,52,27,52
ioam/holoviews,FALSE,Python,46,175,175,531,1080,53,1080
ioana-delaney/spark,TRUE,Scala,332,0,17972,0,0,1,0
ioanpocol/superdesk-client-core,TRUE,TypeScript,42,0,57,0,0,1,0
ionutbalutoiu/mesos-jenkins,TRUE,PowerShell,15,1,16,0,0,1,0
iouribelikov/AliceO2,TRUE,C++,55,0,89,0,0,1,0
ipfs/go-ipfs,FALSE,Go,199,1347,1347,997,7544,513,7544
ironcladlou/kubernetes,TRUE,Go,372,0,16475,0,0,1,0
IshentRas/cookbook-openshift3,FALSE,Ruby,7,13,13,15,25,6,25
Ishiihara/kafka,TRUE,Java,343,0,5963,0,0,1,0
IslandViewPTA/islandview-pta-site,FALSE,CSS,16,1,1,0,10,2,10
ISO-tech/sw-d8,FALSE,PHP,14,0,0,0,0,3,0
IsuraD/identity-inbound-auth-oauth,TRUE,Java,71,0,150,0,0,1,0
itchio/butler,FALSE,Go,7,17,17,37,267,21,267
Itee/three.js,TRUE,JavaScript,373,0,18163,0,0,1,0
iterami/common,FALSE,JavaScript,1,1,1,4,2,1,2
iteratec/OpenSpeedMonitor,FALSE,Groovy,23,21,21,8,86,22,86
ItsCalebJones/SpaceLaunchNow-Server,FALSE,CSS,3,3,3,1,7,3,7
ItsOnlyBinary/kiwiirc,TRUE,Vue,17,0,66,0,0,2,0
ivansib/sibcoin,TRUE,C++,362,1,21955,1,0,3,0
ivosh/jcm2018,FALSE,JavaScript,1,0,0,0,0,1,0
iwalkalone69/kiwiirc,TRUE,Vue,14,0,66,0,0,1,0
iweiss/wildfly,TRUE,Java,309,0,1853,0,0,1,0
ixdy/kubernetes,TRUE,Go,372,0,16475,0,0,1,0
ixmid/snipe-it,TRUE,PHP,77,0,1097,0,0,2,0
izakp/force,TRUE,CoffeeScript,69,0,96,0,0,0,0
j-griffith/cinder,TRUE,Python,290,1,747,0,0,1,0
jaamsim/jaamsim,FALSE,Java,7,22,22,3,48,10,48
jabber-at/hp,FALSE,JavaScript,2,7,7,0,13,7,13
jabenninghoff/homebrew-core,TRUE,Ruby,424,0,5673,0,0,1,0
JackDandy/SickGear,TRUE,Python,81,0,66,0,0,0,0
jackfrancis/acs-engine,TRUE,Go,192,0,640,0,0,0,0
jackfrancis/kubernetes,TRUE,Go,378,0,16475,0,0,0,0
jackwasey/icd,FALSE,R,10,31,31,22,119,20,119
jacob-v-dam/forkcms,TRUE,PHP,76,0,285,0,0,1,0
JacobTanenbaum/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
jaehong-kim/pinpoint,TRUE,Java,61,0,2457,0,0,1,0
jaffa-projects/jaffa-framework,FALSE,Java,7,7,7,1,2,4,2
jainanisha90/WeVoteServer,TRUE,Python,22,0,48,0,0,0,0
jakevdp/altair,TRUE,Python,63,2,317,0,21,6,21
jakirkham/bokeh,TRUE,Python,323,0,2366,0,0,1,0
jakirkham/staged-recipes,TRUE,Python,391,0,1109,1,0,1,0
jam1garner/Smash-Forge,FALSE,C#,26,36,36,36,78,28,78
jameschch/Lean,TRUE,C#,76,3,1215,1,7,2,7
jamesqo/roslyn,TRUE,C#,290,0,2523,0,0,1,0
jameszhan/docker,TRUE,Go,446,0,15074,0,0,1,0
JanMiksovsky/elix,TRUE,JavaScript,5,0,14,0,0,1,0
jasdel/aws-sdk-go,TRUE,Go,168,0,1067,0,0,1,0
jasobrown/cassandra,TRUE,Java,271,2,2217,2,0,2,0
jasonbeverage/cesium,TRUE,JavaScript,150,1,1609,0,3,2,3
JasonGross/fiat-crypto,TRUE,Coq,14,0,28,0,0,1,0
jasonLaster/debugger.html,TRUE,JavaScript,305,1,784,2,7,3,7
jasonmalinowski/roslyn,TRUE,C#,295,0,2523,0,0,0,0
jastice/intellij-scala,TRUE,Scala,95,0,304,0,0,1,0
jatin9896/incubator-carbondata,TRUE,Scala,128,0,517,0,1,4,1
JavaEden/Orchid,FALSE,Java,4,14,14,26,131,11,131
Jay-Jay-D/LeanSTP,TRUE,C#,73,1,1215,0,4,4,4
jayoshih/content-curation,TRUE,Python,22,1,31,0,0,3,0
jbhoosreddy/debugger.html,TRUE,JavaScript,296,0,784,0,1,1,1
jcamachor/hive,TRUE,Java,178,0,2315,0,0,0,0
jcarpent/pinocchio,TRUE,C++,18,0,40,0,1,1,1
jchevrie/visp,TRUE,C++,25,0,144,0,0,1,0
JCount/brew,TRUE,Ruby,412,0,3541,0,1,1,1
JCount/homebrew-core,TRUE,Ruby,420,0,5673,0,0,1,0
jcua1/numenta-web,TRUE,JavaScript,10,0,21,0,0,0,0
jcubic/jquery.terminal,FALSE,JavaScript,25,466,466,5,2041,105,2041
jdcasey/pnc,TRUE,Java,29,0,36,0,0,1,0
jdereus/labman,FALSE,Python,12,14,14,82,1,8,1
jdubois/homebrew-core,TRUE,Ruby,420,0,5673,0,0,1,0
jdugge/QGIS,TRUE,C++,267,0,1391,0,0,1,0
jeantimex/javascript-problems-and-solutions,FALSE,JavaScript,1,53,53,4,205,8,205
Jedisjeux/Jedisjeux,FALSE,PHP,5,2,2,14,8,3,8
jef-n/QGIS,TRUE,C++,275,0,1392,0,0,1,0
Jeffail/benthos,FALSE,Go,16,73,73,15,1686,53,1686
jefferyto/packages,TRUE,Makefile,360,0,1523,0,0,1,0
JeffreySu/WeiXinMPSDK,FALSE,C#,87,3219,3219,92,4541,624,4541
jeffvance/kubernetes,TRUE,Go,375,0,16475,0,0,0,0
jekyll/jekyll,FALSE,Ruby,414,8012,8012,163,36666,1442,36666
jenkinsci/kubernetes-plugin,TRUE,Java,91,491,529,10,898,71,898
jenkinsci/warnings-plugin,FALSE,Java,110,153,153,0,68,147,68
jennybuckley/kubernetes,TRUE,Go,377,0,16475,0,0,0,0
jeremylarner/ringteki,TRUE,JavaScript,39,0,60,0,0,0,0
jerguslejko/framework,TRUE,PHP,411,0,6191,0,0,1,0
jerome-poisson/superdesk-client-core,TRUE,JavaScript,39,0,57,0,0,1,0
JeromeFitz/next.js,TRUE,JavaScript,477,0,3734,0,1,1,1
jescarri/prometheus-operator,TRUE,Go,223,0,1115,0,0,1,0
jesopo/bitbot,FALSE,Python,4,5,5,2,9,5,9
jessfraz/kubernetes,TRUE,Go,380,4,16475,0,5,3,5
JetBrains/intellij-scala,FALSE,Scala,98,304,304,2,865,107,865
JetBrains/resharper-unity,FALSE,C#,36,86,86,144,654,71,654
JetBrains/swot,TRUE,Kotlin,451,5346,6397,28,538,41,538
jetm/SpaceVim,TRUE,Vim script,112,0,790,0,0,1,0
jfchevrette/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
JGiola/swift,TRUE,C++,401,0,7355,0,0,1,0
Jguer/yay,FALSE,Go,46,91,91,64,2155,71,2155
jgyates/genmon,FALSE,Python,4,26,26,4,61,35,61
jherby2k/AudioWorks,FALSE,C#,1,0,0,7,7,3,7
jhnnsnk/nest-simulator,TRUE,C++,74,0,185,0,0,1,0
jhoblitt/jenkins-dm-jobs,TRUE,Groovy,9,0,6,0,0,0,0
jhorwit2/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
JiangtianLi/kubernetes,TRUE,Go,375,1,16480,0,0,0,0
jiangxb1987/spark,TRUE,Scala,332,0,17972,0,0,1,0
jiehanlin/WeiXinMPSDK,TRUE,C#,79,0,3219,0,0,1,0
JiHong88/SunEditor,FALSE,JavaScript,3,19,19,0,76,6,76
jim-parry/CodeIgniter4,TRUE,PHP,90,0,642,0,2,3,2
jimdial/azure-quickstart-templates,TRUE,Shell,359,0,6617,0,0,1,0
jimfcarroll/xbmc,TRUE,C++,255,1,4893,0,2,4,2
jingax10/kubernetes,TRUE,Go,378,0,16475,2,0,0,0
jinglining/flink,TRUE,Java,308,0,3546,0,0,1,0
jiulongzaitian/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
JKarathiya/angular,TRUE,TypeScript,409,0,11560,0,0,1,0
JKarathiya/Lean,TRUE,C#,84,0,1215,0,0,1,0
jkbradley/spark,TRUE,Scala,333,3,17972,8,1,1,1
jkomoros/boardgame,FALSE,Go,1,2,2,300,11,2,11
jlaura/isis3,TRUE,C++,30,0,32,0,0,1,0
jlewin/MatterControl,TRUE,C#,18,0,132,0,0,1,0
jloughry/bibtex,FALSE,TeX,1,0,0,0,0,1,0
jlowdermilk/kubernetes,TRUE,Go,375,0,16475,0,0,1,0
jmargutt/AliPhysics,TRUE,C++,181,0,457,0,0,0,0
JMRI/EngineDriver,FALSE,Java,6,11,11,6,4,10,4
jmspring/azure-quickstart-templates,TRUE,PowerShell,357,0,6617,0,0,0,0
jnbrunet/sofa,TRUE,C++,66,0,121,0,2,2,2
jnerin/ansible,TRUE,Python,379,0,14145,1,0,1,0
jobisoft/TbSync,FALSE,JavaScript,12,21,21,11,187,30,187
jodogne/OrthancMirror,FALSE,C++,6,2,2,0,2,1,2
joejollands/contribomatic,FALSE,Shell,1,0,0,0,2,1,2
joeljfischer/sdl_evolution,TRUE,XSLT,50,0,88,0,0,1,0
joelsmith/kubernetes,TRUE,Go,375,0,16475,0,0,0,0
joetrite/nifi,TRUE,Java,186,0,1152,0,0,1,0
joewitt/incubator-nifi,TRUE,Java,208,0,1152,0,0,1,0
joeygrover/sdl_evolution,TRUE,XSLT,50,0,88,0,0,1,0
John-Leitch/Aphid,FALSE,C#,2,1,1,9,24,3,24
johnbillion/query-monitor,FALSE,PHP,34,121,121,60,842,38,842
johndowns/azure-quickstart-templates,TRUE,Shell,355,0,6617,0,0,1,0
Johnetordoff/osf.io,TRUE,Python,124,0,259,0,0,1,0
johngrib/johngrib.github.io,FALSE,HTML,1,5,5,1,10,5,10
johnlinp/systemd,TRUE,C,350,0,1549,0,0,1,0
johnmackintosh/johnmackintosh.github.io,TRUE,JavaScript,7,0,4572,0,0,1,0
JohnnyLeone/linuxkit,TRUE,Go,115,0,629,0,0,1,0
JohnnyLeone/obs-studio,TRUE,C,232,0,2530,0,0,1,0
JohnSnowLabs/spark-nlp,FALSE,Scala,21,134,134,38,528,59,528
johntruckenbrodt/pyroSAR,FALSE,Python,4,17,17,35,73,12,73
johscheuer/kubernetes,TRUE,Go,378,0,16475,0,0,1,0
jolyonb/edx-platform,TRUE,Python,234,0,2293,0,0,1,0
jonathanstowe/doc,TRUE,Perl 6,233,0,221,0,0,1,0
jonaz/telegraf,TRUE,Go,412,0,2323,0,1,1,1
jonfroehlich/makeabilitylabwebsite,FALSE,Python,15,2,2,140,4,6,4
jongerrish/robolectric,TRUE,Java,204,0,1155,5,0,1,0
joomla-projects/media-manager-improvement,FALSE,PHP,296,31,31,70,24,27,24
joonyou/rails,TRUE,Ruby,379,0,16947,0,0,0,0
jopamer/swift,FALSE,C++,406,0,0,0,2,1,2
jordan-webdev/jwd,FALSE,PHP,1,0,0,0,0,1,0
Jordie0608/tgstation,TRUE,DM,266,0,2027,0,0,1,0
JourneyOver/chocolatey-packages,FALSE,PowerShell,9,0,0,5,1,1,1
jow-/packages,TRUE,Makefile,360,0,1523,0,0,2,0
joytou/joytou.github.io,FALSE,HTML,2,15,15,3,8,1,8
jperrin/official-images,TRUE,Shell,300,0,1159,0,0,1,0
jpweeks/three.js,TRUE,JavaScript,372,0,18163,0,0,1,0
jrios/es-components,TRUE,JavaScript,8,0,9,0,0,1,0
jrjohnson/frontend,TRUE,JavaScript,19,0,26,0,0,1,0
jsafrane/kubernetes,TRUE,Go,380,0,16475,1,0,2,0
jsayol/firebase-js-sdk,TRUE,TypeScript,62,0,255,0,2,1,2
jsdosa/TizenRT,TRUE,C,117,0,385,0,0,0,0
jser/jser.github.io,FALSE,HTML,27,32,32,4,59,6,59
jsirois/pants,TRUE,Python,153,0,311,0,0,0,0
jskeet/google-cloud-dotnet,TRUE,C#,29,3,168,0,3,4,3
jsravn/kubernetes,TRUE,Go,375,0,16475,0,0,0,0
jssenyange/traccar,TRUE,Java,88,0,1207,0,0,1,0
jstourac/wildfly,TRUE,Java,310,0,1853,0,0,1,0
jszakmeister/packages,TRUE,Makefile,360,0,1523,0,0,1,0
jtablesaw/tablesaw,FALSE,Java,26,288,288,40,1317,121,1317
juanvallejo/kubernetes,TRUE,Go,377,0,16475,5,0,1,0
JuhPuur/mbed-os,TRUE,C,346,0,1759,0,0,0,0
juju-solutions/kubernetes,TRUE,Go,379,7,16475,2,0,12,0
JukkaL/typeshed,TRUE,Python,425,0,561,0,0,1,0
Juko8/WoWAnalyzer,TRUE,JavaScript,101,0,266,0,0,0,0
JuliaGPU/CUDAnative.jl,FALSE,Julia,17,26,26,24,226,31,226
JuliaReach/Reachability.jl,FALSE,Julia,4,2,2,116,17,6,17
JulienBalestra/kubernetes,TRUE,Go,377,0,16475,0,0,1,0
jumpserver/coco,FALSE,JavaScript,7,83,83,30,74,9,74
jumpserver/luna,FALSE,JavaScript,5,39,39,9,84,9,84
JunhwanPark/TizenRT,TRUE,C,58,0,385,0,1,1,1
junkerm/specmate,FALSE,Java,17,31,31,4,5,2,5
junming4/eelly-sdk-php,TRUE,PHP,11,0,13,0,0,1,0
justcarakas/forkcms,TRUE,PHP,79,1,285,0,0,1,0
justincormack/docker,TRUE,Go,446,0,15074,0,0,2,0
justincormack/linuxkit,TRUE,Go,109,0,629,0,1,2,1
justinsb/kubernetes,TRUE,Go,377,0,16475,0,2,1,2
juvester/obs-studio,TRUE,C,221,0,2530,0,0,0,0
jvillard/homebrew-core,TRUE,Ruby,422,0,5673,0,0,1,0
jvillard/infer,TRUE,OCaml,79,1,1255,0,1,1,1
jwfing/docs,TRUE,JavaScript,73,0,258,0,0,1,0
jwhonce/openshift-ansible,TRUE,Python,368,0,1825,0,0,0,0
jwhui/openthread,TRUE,C++,84,0,534,0,0,1,0
jwpeterson/libmesh,TRUE,C,56,1,172,0,1,1,1
jyotisingh/gocd,TRUE,Java,100,0,760,0,0,6,0
K-Fet/K-App,FALSE,JavaScript,6,0,0,18,3,2,3
k0ste/ansible,TRUE,Python,393,0,14147,0,0,1,0
k10r/shopware,TRUE,PHP,195,0,686,0,0,3,0
k82cn/kubernetes,TRUE,Go,377,0,16475,0,2,1,2
kactus-io/kactus,FALSE,TypeScript,152,54,54,24,1154,31,1154
kadena-io/pact,FALSE,Haskell,16,30,30,69,241,26,241
kadhikari/navitia,TRUE,C++,50,0,87,0,0,2,0
kaffeebrauer/Lean,TRUE,C#,82,0,1215,0,0,1,0
kaisalmen/three.js,TRUE,JavaScript,372,0,18163,0,0,0,0
kaitamkun/frisktol,FALSE,JavaScript,1,0,0,2,0,1,0
kaktus40/cesium,TRUE,JavaScript,173,0,1609,0,1,1,1
kalaspuff/tomodachi,FALSE,Python,6,8,8,9,37,4,37
kaltura/kmc-ng,FALSE,TypeScript,6,6,6,7,18,19,18
kaltura/platform-install-packages,FALSE,Shell,24,180,180,4,315,72,315
kamou/radare2,TRUE,C,366,0,1771,0,0,1,0
kamtschatka/amphtml,TRUE,JavaScript,430,0,2774,0,0,0,0
kanarip/phabricator,TRUE,PHP,197,0,1334,0,0,1,0
kaoc/kaoc.github.io,TRUE,JavaScript,20,2,4578,0,1,2,1
karelzak/util-linux,FALSE,C,334,419,419,52,660,72,660
Katello/katello,FALSE,Ruby,106,221,221,105,256,39,256
katieporter/docs,TRUE,HTML,361,0,877,0,0,1,0
Katrienvh/forkcms,TRUE,PHP,76,1,285,0,2,2,2
kbase/KBaseSearchEngine,FALSE,Java,10,10,10,4,1,9,1
kbase/narrative,FALSE,JavaScript,46,44,44,4,14,37,14
kc284/xenadmin,TRUE,C#,48,0,141,0,0,1,0
KC3Kai/KC3Kai,FALSE,JavaScript,50,137,137,236,316,75,316
kczapla/pylint,TRUE,Python,202,0,412,0,0,1,0
kdahlquist/DahlquistLab,FALSE,HTML,9,1,1,2,0,10,0
kddeisz/rails,TRUE,Ruby,377,0,16947,0,0,1,0
kegilbert/mbed-os,TRUE,C,345,0,1759,1,0,1,0
KeldorKatarn/OpenTTD_PatchPack,FALSE,C++,18,5,5,1,16,10,16
kellybinary/binary-static,TRUE,JavaScript,47,0,133,0,0,2,0
kellyselden/ember-cli,TRUE,JavaScript,371,1,1091,0,0,1,0
kennedyshead/home-assistant,TRUE,Python,414,0,6027,0,0,1,0
kenshay/ImageScripter,FALSE,Python,1,0,0,0,1,1,1
keradus/PHP-CS-Fixer,TRUE,PHP,195,1,968,1,0,1,0
kervinck/gigatron-rom,FALSE,Assembly,8,15,15,8,51,20,51
keszybz/systemd,TRUE,C,357,1,1549,0,0,1,0
ketan/gocd,TRUE,Java,114,0,760,19,1,6,1
ketan/www.go.cd,TRUE,JavaScript,93,0,109,0,0,1,0
Ketouem/homebrew-cask,TRUE,Ruby,408,0,6900,0,0,1,0
kevin-10/ServUO,TRUE,C#,49,0,269,0,0,2,0
kevin-wangzefeng/kubernetes,TRUE,Go,372,0,16475,0,1,1,1
kevinlee12/oppia,TRUE,Python,255,0,880,0,0,0,0
kevinyu98/spark,TRUE,Scala,339,0,17972,0,0,1,0
keybase/client,FALSE,Go,79,460,460,2531,4520,181,4520
keybase/kbfs,FALSE,Go,36,121,121,69,1208,55,1208
keyboardio/Kaleidoscope,FALSE,C++,60,96,96,98,348,39,348
kfowler/emacs,FALSE,Emacs Lisp,256,0,0,0,0,1,0
kgibm/open-liberty,TRUE,Java,119,0,299,0,0,1,0
KhronosGroup/SPIRV-Cross,FALSE,C++,50,116,116,27,579,68,579
KhronosGroup/SPIRV-Tools,FALSE,C++,80,156,156,240,342,78,342
khs1994-docker/lnmp,FALSE,Shell,3,26,26,68,87,6,87
kiboit/phast,FALSE,PHP,2,0,0,0,0,2,0
kierarad/gocd,TRUE,Java,114,0,760,0,0,4,0
killbill/killbill,FALSE,Java,28,407,407,68,1823,114,1823
kingthorin/zaproxy,TRUE,Java,104,0,948,0,0,1,0
kinnou02/navitia,TRUE,C++,50,0,87,0,0,1,0
kinvolk/habitat-operator,TRUE,Go,9,0,14,0,1,10,1
kiril-me/netty,TRUE,Java,312,0,7804,0,0,1,0
KirillOsenkov/roslyn,TRUE,C#,294,0,2523,0,0,0,0
Kirishima21/mastodon,TRUE,Ruby,414,4,2917,0,6,1,6
kiszk/spark,TRUE,Scala,333,0,17972,0,1,0,1
Kitware/girder,TRUE,Python,49,5,103,0,7,8,7
kiwiirc/kiwiirc,FALSE,Vue,17,66,66,122,188,25,188
kjvalencik/kubernetes,TRUE,Go,374,0,16475,0,0,1,0
